Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
quando joga o palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",3100,62,0.01,0,0,29,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-11 19:36:34
jogo.do.palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,Video preview,2900,46,0.08,0,0,17,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-16 10:48:04
resultado basquete,BR,Brazil,Portuguese,,false,false,false,true,false,false,Video preview,900,46,0.08,0,0,18,,https://www.papodebola.com.br/basquete,2026-06-04 08:54:05
taça libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"Sitelinks, Top stories, Thumbnail, Knowledge panel, Video preview, Image pack",19000,55,0.02,0,0,40,,https://www.papodebola.com.br/futebol/libertadores,2026-06-14 04:19:37
brasileirao série b,BR,Brazil,Portuguese,Brazilian Serie B (Event),true,false,false,true,false,false,"Sitelinks, Knowledge panel, Top stories, Thumbnail, Video preview, People also ask",6200,33,0.06,0,0,30,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-12 15:37:41
campeonato libertadores,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"Sitelinks, Top stories, Thumbnail, Knowledge panel, Video preview",3800,62,0.01,0,0,32,,https://www.papodebola.com.br/futebol/libertadores,2026-06-15 07:26:12
notícias do futebol,BR,Brazil,Portuguese,,false,false,false,true,false,false,"Top stories, Thumbnail, Video preview, Image pack",1300,71,0.01,0,0,43,,https://www.papodebola.com.br/noticias,2026-06-05 06:31:33
tabela vasco,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"Knowledge panel, People also ask, Video preview, Image pack",700,21,0.07,0,0,29,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-12 13:50:56
vasco tabela,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"People also ask, Video preview, Image pack, Knowledge panel",3800,68,0.07,0,0,40,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-12 04:38:42
brasileiro serie b,US,United States,Portuguese,Brazilian Serie B (Event),true,false,false,true,false,false,"People also ask, Top stories, Thumbnail, Knowledge panel, Video preview, Image pack",800,63,,0,0,35,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-13 22:39:28
palmeiras.hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Top stories, Thumbnail, People also ask, Video preview",2100,63,0.18,0,0,28,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-11 17:02:25
campeonato brasileiro série b hoje,BR,Brazil,Portuguese,"Brazilian Serie B (Event), Serie B (Event)",true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",1400,30,0.70,0,0,49,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-05 12:50:51
chamoions,BR,Brazil,Portuguese,UEFA Champions League (Event),true,false,false,true,false,false,"Knowledge panel, People also ask, Top stories, Thumbnail, Video preview",800,63,0.01,0,0,30,,https://www.papodebola.com.br/futebol/champions-league,2026-06-14 06:14:39
serie. b,BR,Brazil,Portuguese,Série B (Event),true,false,false,true,false,false,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel, Video preview",3900,47,0.19,0,0,43,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-09 21:36:34
libertdores,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"Knowledge panel, Top stories, Thumbnail, Video preview, People also ask",450,63,0.05,0,0,32,,https://www.papodebola.com.br/futebol/libertadores,2026-06-12 10:09:32
jogo.botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",1200,59,0.01,0,0,36,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-12 01:46:59
bragantino,PT,Portugal,Portuguese,Red Bull Bragantino (Organization),true,false,false,true,false,false,"Top stories, Thumbnail, Knowledge panel, Video preview, Image pack",800,55,,0,0,39,,https://www.papodebola.com.br/futebol/times/bragantino,2026-06-08 11:10:59
chapecoense,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,"Top stories, Thumbnail, People also ask, Video preview, Knowledge panel, Image pack",190000,36,0.01,0,0,48,,http://www.papodebola.com.br/futebol/times/chapecoense,2026-06-07 03:13:53
que horas é jogo do fluminense hoje,BR,Brazil,Portuguese,Fluminense match (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",90,23,,0,0,1,AI Overview,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-04 17:29:31
horas jogo fluminense hoje,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",40,9,,0,0,1,AI Overview,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-04 20:39:37
que horas vai começar o jogo do fluminense hoje,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",60,23,,0,0,1,AI Overview,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-04 06:18:06
jogo do botafogo hoje,US,United States,Portuguese,Botafogo match (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",150,57,0.13,0,0,1,AI Overview,https://www.papodebola.com.br/futebol/times/botafogo/proximos-jogos,2026-06-06 05:13:24
amistosos inter,BR,Brazil,Portuguese,Inter (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",0,1,,0,0,1,AI Overview,https://www.papodebola.com.br/futebol/times/internacional/proximos-jogos,2026-06-04 20:49:27
jogo do cruzeiro e botafogo hoje,BR,Brazil,Portuguese,"Cruzeiro (Organization), Botafogo (Organization)",true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",50,0,,0,0,1,AI Overview,https://www.papodebola.com.br/futebol/times/botafogo/proximos-jogos,2026-06-03 03:33:03
